"","Region","Item Code",".model","Yearmonth","Volume",".mean"
"1127","SYD","1246","ARIMA",2024 Sep,N(429, 224920),429.33048062677
"1128","SYD","1246","ARIMA",2024 Oct,N(435, 225266),435.192349584869
"1129","SYD","1247","ETS",2024 May,N(515, 73082),514.894077461845
"1130","SYD","1247","ETS",2024 Jun,N(516, 73082),515.669851849441
"1131","SYD","1247","ETS",2024 Jul,N(516, 73082),516.369354661235
"1132","SYD","1247","ETS",2024 Aug,N(517, 73082),517.000084666672
"1133","SYD","1247","ETS",2024 Sep,N(518, 73082),517.568803380954
"1134","SYD","1247","ETS",2024 Oct,N(518, 73082),518.081607549435
"1135","SYD","1247","ARIMA",2024 May,N(380, 70189),379.702074208305
"1136","SYD","1247","ARIMA",2024 Jun,N(440, 70189),440.447404269478
"1137","SYD","1247","ARIMA",2024 Jul,N(443, 70189),443.374993816364
"1138","SYD","1247","ARIMA",2024 Aug,N(441, 70189),440.514769636451
"1139","SYD","1247","ARIMA",2024 Sep,N(271, 70189),271.398423489661
"1140","SYD","1247","ARIMA",2024 Oct,N(178, 69417),178.377098088666
"1141","SYD","1248","ETS",2024 May,N(199, 26001),199.252802005031
"1142","SYD","1248","ETS",2024 Jun,N(199, 26490),199.252802005031
"1143","SYD","1248","ETS",2024 Jul,N(199, 26978),199.252802005031
"1144","SYD","1248","ETS",2024 Aug,N(199, 27467),199.252802005031
"1145","SYD","1248","ETS",2024 Sep,N(199, 27955),199.252802005031
"1146","SYD","1248","ETS",2024 Oct,N(199, 28444),199.252802005031
"1147","SYD","1248","ARIMA",2024 May,N(190, 20672),190.213714485136
"1148","SYD","1248","ARIMA",2024 Jun,N(184, 23073),184.232700419358
"1149","SYD","1248","ARIMA",2024 Jul,N(229, 23073),229.269229907178
"1150","SYD","1248","ARIMA",2024 Aug,N(182, 23073),182.154091366074
"1151","SYD","1248","ARIMA",2024 Sep,N(181, 23073),180.768351997218
"1152","SYD","1248","ARIMA",2024 Oct,N(160, 23073),159.982261464378
"1153","SYD","1255","ETS",2024 May,N(324, 14993),323.76133809791
"1154","SYD","1255","ETS",2024 Jun,N(469, 14993),468.96163762039
"1155","SYD","1255","ETS",2024 Jul,N(258, 14993),257.875203371216
"1156","SYD","1255","ETS",2024 Aug,N(272, 14993),272.454601818948
"1157","SYD","1255","ETS",2024 Sep,N(111, 14993),110.73861871548
"1158","SYD","1255","ETS",2024 Oct,N(17, 14993),17.3313755317574
"1159","SYD","1255","ARIMA",2024 May,N(365, 16692),364.976450000172
"1160","SYD","1255","ARIMA",2024 Jun,N(397, 17939),396.85589682899
"1161","SYD","1255","ARIMA",2024 Jul,N(320, 18033),320.48529123645
"1162","SYD","1255","ARIMA",2024 Aug,N(141, 18040),140.96089583301
"1163","SYD","1255","ARIMA",2024 Sep,N(60, 18040),59.7372980625108
"1164","SYD","1255","ARIMA",2024 Oct,N(32, 18040),32.0718208005382
"1165","SYD","1256","ETS",2024 May,N(1545, 211629),1544.74631701935
"1166","SYD","1256","ETS",2024 Jun,N(1873, 211629),1872.80492576899
"1167","SYD","1256","ETS",2024 Jul,N(834, 211629),833.802011940797
"1168","SYD","1256","ETS",2024 Aug,N(394, 211629),393.700221345084
"1169","SYD","1256","ETS",2024 Sep,N(685, 211629),685.272068969069
"1170","SYD","1256","ETS",2024 Oct,N(247, 211629),246.722011604807
"1171","SYD","1256","ARIMA",2024 May,N(1395, 326052),1395
"1172","SYD","1256","ARIMA",2024 Jun,N(1240, 326052),1240
"1173","SYD","1256","ARIMA",2024 Jul,N(810, 326052),810
"1174","SYD","1256","ARIMA",2024 Aug,N(680, 326052),680
"1175","SYD","1256","ARIMA",2024 Sep,N(640, 326052),640
"1176","SYD","1256","ARIMA",2024 Oct,N(390, 326052),390
"1177","SYD","1257","ETS",2024 May,N(484, 17953),483.784282310661
"1178","SYD","1257","ETS",2024 Jun,N(700, 17953),700.007080359276
"1179","SYD","1257","ETS",2024 Jul,N(296, 17953),296.389402320191
"1180","SYD","1257","ETS",2024 Aug,N(208, 17954),207.646740579953
"1181","SYD","1257","ETS",2024 Sep,N(315, 17954),314.62659209959
"1182","SYD","1257","ETS",2024 Oct,N(86, 17954),86.4212044379785
"1183","SYD","1257","ARIMA",2024 May,N(372, 21558),372
"1184","SYD","1257","ARIMA",2024 Jun,N(534, 21558),534
"1185","SYD","1257","ARIMA",2024 Jul,N(270, 21558),270
"1186","SYD","1257","ARIMA",2024 Aug,N(336, 21558),336
"1187","SYD","1257","ARIMA",2024 Sep,N(180, 21558),180
"1188","SYD","1257","ARIMA",2024 Oct,N(66, 21558),66
"1189","SYD","1258","ETS",2024 May,N(10, 434),10.2551814656286
"1190","SYD","1258","ETS",2024 Jun,N(10, 434),10.2551814656286
"1191","SYD","1258","ETS",2024 Jul,N(10, 434),10.2551814656286
"1192","SYD","1258","ETS",2024 Aug,N(10, 434),10.2551814656286
"1193","SYD","1258","ETS",2024 Sep,N(10, 434),10.2551814656286
"1194","SYD","1258","ETS",2024 Oct,N(10, 434),10.2551814656286
"1195","SYD","1258","ARIMA",2024 May,N(21, 402),21.3645619864194
"1196","SYD","1258","ARIMA",2024 Jun,N(17, 402),17.2117298500952
"1197","SYD","1258","ARIMA",2024 Jul,N(8.4, 402),8.38696156040634
"1198","SYD","1258","ARIMA",2024 Aug,N(7.6, 402),7.60830553484556
"1199","SYD","1258","ARIMA",2024 Sep,N(7.6, 402),7.60830553484556
"1200","SYD","1258","ARIMA",2024 Oct,N(8.4, 402),8.38696156040634
"1201","SYD","1259","ETS",2024 May,N(197, 46749),196.550629567303
"1202","SYD","1259","ETS",2024 Jun,N(197, 46749),196.550629567303
"1203","SYD","1259","ETS",2024 Jul,N(197, 46749),196.550629567303
"1204","SYD","1259","ETS",2024 Aug,N(197, 46749),196.550629567303
"1205","SYD","1259","ETS",2024 Sep,N(197, 46749),196.550629567303
"1206","SYD","1259","ETS",2024 Oct,N(197, 46749),196.550629567303
"1207","SYD","1259","ARIMA",2024 May,N(211, 44205),211.338819911988
"1208","SYD","1259","ARIMA",2024 Jun,N(199, 46550),199.209734025852
"1209","SYD","1259","ARIMA",2024 Jul,N(196, 46675),196.416125447628
"1210","SYD","1259","ARIMA",2024 Aug,N(196, 46681),195.772692878876
"1211","SYD","1259","ARIMA",2024 Sep,N(196, 46682),195.624495499416
"1212","SYD","1259","ARIMA",2024 Oct,N(196, 46682),195.590362220584
"1213","SYD","1260","ETS",2024 May,N(13, 645),12.9679349701391
"1214","SYD","1260","ETS",2024 Jun,N(13, 645),12.9679349701391
"1215","SYD","1260","ETS",2024 Jul,N(13, 645),12.9679349701391
"1216","SYD","1260","ETS",2024 Aug,N(13, 645),12.9679349701391
"1217","SYD","1260","ETS",2024 Sep,N(13, 645),12.9679349701391
"1218","SYD","1260","ETS",2024 Oct,N(13, 645),12.9679349701391
"1219","SYD","1260","ARIMA",2024 May,N(13, 630),12.9767441860635
"1220","SYD","1260","ARIMA",2024 Jun,N(13, 630),12.9767441860635
"1221","SYD","1260","ARIMA",2024 Jul,N(13, 630),12.9767441860635
"1222","SYD","1260","ARIMA",2024 Aug,N(13, 630),12.9767441860635
"1223","SYD","1260","ARIMA",2024 Sep,N(13, 630),12.9767441860635
"1224","SYD","1260","ARIMA",2024 Oct,N(13, 630),12.9767441860635
"1225","SYD","1261","ETS",2024 May,N(822, 124392),821.700447848266
"1226","SYD","1261","ETS",2024 Jun,N(822, 124392),821.700447848266
"1227","SYD","1261","ETS",2024 Jul,N(822, 124392),821.700447848266
"1228","SYD","1261","ETS",2024 Aug,N(822, 124392),821.700447848266
"1229","SYD","1261","ETS",2024 Sep,N(822, 124392),821.700447848266
"1230","SYD","1261","ETS",2024 Oct,N(822, 124392),821.700447848266
"1231","SYD","1261","ARIMA",2024 May,N(850, 114000),850.238317501211
"1232","SYD","1261","ARIMA",2024 Jun,N(810, 114000),810.22397380414
"1233","SYD","1261","ARIMA",2024 Jul,N(795, 114000),795.018523199253
"1234","SYD","1261","ARIMA",2024 Aug,N(892, 114000),891.853234946164
"1235","SYD","1261","ARIMA",2024 Sep,N(959, 114000),959.077332357242
"1236","SYD","1261","ARIMA",2024 Oct,N(877, 114000),877.448071215219
"1237","SYD","1262","ETS",2024 May,N(94, 31672),94.0077119441463
"1238","SYD","1262","ETS",2024 Jun,N(94, 32117),94.0077119441463
"1239","SYD","1262","ETS",2024 Jul,N(94, 32562),94.0077119441463
"1240","SYD","1262","ETS",2024 Aug,N(94, 33007),94.0077119441463
"1241","SYD","1262","ETS",2024 Sep,N(94, 33453),94.0077119441463
"1242","SYD","1262","ETS",2024 Oct,N(94, 33898),94.0077119441463
"1243","SYD","1262","ARIMA",2024 May,N(43, 25285),42.588380655512
"1244","SYD","1262","ARIMA",2024 Jun,N(0, 32811),0
"1245","SYD","1262","ARIMA",2024 Jul,N(0, 32811),0
"1246","SYD","1262","ARIMA",2024 Aug,N(0, 32811),0
"1247","SYD","1262","ARIMA",2024 Sep,N(0, 32811),0
"1248","SYD","1262","ARIMA",2024 Oct,N(0, 32811),0
"1249","SYD","1263","ETS",2024 May,N(119, 3023),118.64020657814
"1250","SYD","1263","ETS",2024 Jun,N(238, 12173),238.064126661848
"1251","SYD","1263","ETS",2024 Jul,N(192, 7882),191.565794464945
"1252","SYD","1263","ETS",2024 Aug,N(343, 25236),342.779844315566
"1253","SYD","1263","ETS",2024 Sep,N(623, 83485),623.457476249311
"1254","SYD","1263","ETS",2024 Oct,N(453, 44045),452.847455553527
"1255","SYD","1263","ARIMA",2024 May,N(55, 42855),55.2924442849257
"1256","SYD","1263","ARIMA",2024 Jun,N(279, 42855),278.917587498287
"1257","SYD","1263","ARIMA",2024 Jul,N(148, 42855),148.458285595546
"1258","SYD","1263","ARIMA",2024 Aug,N(298, 42855),298.419555412828
"1259","SYD","1263","ARIMA",2024 Sep,N(438, 42855),437.672253207841
"1260","SYD","1263","ARIMA",2024 Oct,N(255, 42855),254.910602747621
"1261","SYD","1264","ETS",2024 May,N(289, 35184),288.723213222118
"1262","SYD","1264","ETS",2024 Jun,N(289, 48229),288.723213222118
"1263","SYD","1264","ETS",2024 Jul,N(289, 62710),288.723213222118
"1264","SYD","1264","ETS",2024 Aug,N(289, 78785),288.723213222118
"1265","SYD","1264","ETS",2024 Sep,N(289, 96629),288.723213222118
"1266","SYD","1264","ETS",2024 Oct,N(289, 116436),288.723213222118
"1267","SYD","1264","ARIMA",2024 May,N(311, 49866),311.256488668567
"1268","SYD","1264","ARIMA",2024 Jun,N(291, 64374),290.808216938259
"1269","SYD","1264","ARIMA",2024 Jul,N(272, 64374),272.204415444917
"1270","SYD","1264","ARIMA",2024 Aug,N(383, 64374),383.431398841279
"1271","SYD","1264","ARIMA",2024 Sep,N(434, 64374),433.70124542967
"1272","SYD","1264","ARIMA",2024 Oct,N(468, 64374),467.742243906848
"1273","SYD","1271","ETS",2024 May,N(4867, 5304618),4866.93808384318
"1274","SYD","1271","ETS",2024 Jun,N(4867, 5746924),4866.93808384318
"1275","SYD","1271","ETS",2024 Jul,N(4867, 6189231),4866.93808384318
"1276","SYD","1271","ETS",2024 Aug,N(4867, 6631538),4866.93808384318
"1277","SYD","1271","ETS",2024 Sep,N(4867, 7073844),4866.93808384318
"1278","SYD","1271","ETS",2024 Oct,N(4867, 7516151),4866.93808384318
"1279","SYD","1271","ARIMA",2024 May,N(2928, 4287050),2927.63500256772
"1280","SYD","1271","ARIMA",2024 Jun,N(5323, 6286320),5323.21220950231
"1281","SYD","1271","ARIMA",2024 Jul,N(3019, 6937065),3018.83167777572
"1282","SYD","1271","ARIMA",2024 Aug,N(4159, 1.1e+07),4158.68561323589
"1283","SYD","1271","ARIMA",2024 Sep,N(4347, 1.2e+07),4346.55824421138
"1284","SYD","1271","ARIMA",2024 Oct,N(3357, 1.4e+07),3357.0555062814
"1285","SYD","1272","ETS",2024 May,N(635, 149983),634.645654817157
"1286","SYD","1272","ETS",2024 Jun,N(635, 175958),634.645654817157
"1287","SYD","1272","ETS",2024 Jul,N(635, 2e+05),634.645654817157
"1288","SYD","1272","ETS",2024 Aug,N(635, 227908),634.645654817157
"1289","SYD","1272","ETS",2024 Sep,N(635, 253882),634.645654817157
"1290","SYD","1272","ETS",2024 Oct,N(635, 279857),634.645654817157
"1291","SYD","1272","ARIMA",2024 May,N(627, 150027),627.231913975752
"1292","SYD","1272","ARIMA",2024 Jun,N(627, 177831),627.231913975752
"1293","SYD","1272","ARIMA",2024 Jul,N(627, 205635),627.231913975752
"1294","SYD","1272","ARIMA",2024 Aug,N(627, 233439),627.231913975752
"1295","SYD","1272","ARIMA",2024 Sep,N(627, 261243),627.231913975752
"1296","SYD","1272","ARIMA",2024 Oct,N(627, 289047),627.231913975752
"1297","SYD","1273","ETS",2024 May,N(747, 1e+05),746.808238193296
"1298","SYD","1273","ETS",2024 Jun,N(747, 130262),746.808238193296
"1299","SYD","1273","ETS",2024 Jul,N(747, 156483),746.808238193296
"1300","SYD","1273","ETS",2024 Aug,N(747, 182704),746.808238193296
"1301","SYD","1273","ETS",2024 Sep,N(747, 208926),746.808238193296
"1302","SYD","1273","ETS",2024 Oct,N(747, 235147),746.808238193296
"1303","SYD","1273","ARIMA",2024 May,N(737, 1e+05),737.478673223386
"1304","SYD","1273","ARIMA",2024 Jun,N(737, 131971),737.478673223386
"1305","SYD","1273","ARIMA",2024 Jul,N(737, 159876),737.478673223386
"1306","SYD","1273","ARIMA",2024 Aug,N(737, 187781),737.478673223386
"1307","SYD","1273","ARIMA",2024 Sep,N(737, 215687),737.478673223386
"1308","SYD","1273","ARIMA",2024 Oct,N(737, 243592),737.478673223386
"1309","SYD","1274","ETS",2024 May,N(438, 30629),437.724376555365
"1310","SYD","1274","ETS",2024 Jun,N(438, 34431),437.724376555365
"1311","SYD","1274","ETS",2024 Jul,N(438, 38232),437.724376555365
"1312","SYD","1274","ETS",2024 Aug,N(438, 42034),437.724376555365
"1313","SYD","1274","ETS",2024 Sep,N(438, 45835),437.724376555365
"1314","SYD","1274","ETS",2024 Oct,N(438, 49637),437.724376555365
"1315","SYD","1274","ARIMA",2024 May,N(435, 30639),435.374556543214
"1316","SYD","1274","ARIMA",2024 Jun,N(435, 34707),435.374556543214
"1317","SYD","1274","ARIMA",2024 Jul,N(435, 38776),435.374556543214
"1318","SYD","1274","ARIMA",2024 Aug,N(435, 42844),435.374556543214
"1319","SYD","1274","ARIMA",2024 Sep,N(435, 46912),435.374556543214
"1320","SYD","1274","ARIMA",2024 Oct,N(435, 50981),435.374556543214
